index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,cast,director
1237,75000000,Comedy,,8970,new york travel misfortune,en,The Out-of-Towners,4.842626,02-04-1999,29000000,90,Released,The Out-of-Towners,5,45,Steve Martin Goldie Hawn John Cleese Mark McKinney Jessica Cauffiel,Sam Weisman
1238,40000000,Fantasy Horror Science Fiction,,9306,monster experiment island mutation genetics,en,The Island of Dr. Moreau,13.210898,23-08-1996,49627779,96,Released,The Island of Dr. Moreau,4.6,147,Marlon Brando Val Kilmer David Thewlis Fairuza Balk Daniel Rigney,John Frankenheimer
1239,40000000,Action Adventure Drama,,11370,loss of family queen power power takeover kingdom,en,The Musketeer,3.296933,07-09-2001,27053815,104,Released,The Musketeer,5.2,56,Catherine Deneuve Mena Suvari Stephen Rea Tim Roth Justin Chambers,Peter Hyams
1240,35000000,Drama,,12184,england sister sister relationship queen kingdom henry viii,en,The Other Boleyn Girl,22.939557,28-02-2008,0,115,Released,The Other Boleyn Girl,6.4,477,Natalie Portman Scarlett Johansson Eric Bana Jim Sturgess Kristin Scott Thomas,Justin Chadwick
1241,40000000,Drama Romance,,1921,workaholic dogsitter,en,Sweet November,19.372805,16-02-2001,65754228,119,Released,Sweet November,6.4,278,Keanu Reeves Charlize Theron Jason Isaacs Greg Germann Lauren Graham,Pat O'Connor
1242,40000000,Horror,http://www.thereapingmovie.com,1683,river miracle bible louisiana frog,en,The Reaping,13.445697,05-04-2007,62771059,99,Released,The Reaping,5.4,205,Hilary Swank David Morrissey Idris Elba AnnaSophia Robb Stephen Rea,Stephen Hopkins
1243,500000,Drama Crime,,203,epilepsy protection money secret love money redemption,en,Mean Streets,17.002096,02-10-1973,3000000,110,Released,Mean Streets,7.2,345,Harvey Keitel Robert De Niro David Proval Amy Robinson Richard Romanus,Martin Scorsese
1244,40000000,Comedy War,,11858,vietnam veteran commercial advertising expert kaserne stau,en,Renaissance Man,4.516953,03-06-1994,24332324,128,Released,Renaissance Man,5.9,81,Danny DeVito Mark Wahlberg Gregory Hines James Remar Ed Begley Jr.,Penny Marshall
1245,40000000,Action Thriller Crime Drama,http://www.colombiana-movie.com/,62835,street gang uncle female assassin witness to murder,en,Colombiana,33.785969,27-07-2011,60965854,108,Released,Colombiana,6.5,824,Zoe Saldana Cliff Curtis Callum Blue Michael Vartan Lennie James,Olivier Megaton
1246,40000000,Fantasy Animation Drama Romance Family,,18937,,en,Quest for Camelot,16.059443,15-05-1998,38172500,86,Released,Quest for Camelot,6.9,190,Jessalyn Gilsig Cary Elwes Gary Oldman Don Rickles Jane Seymour,Frederik Du Chau
1247,40000000,Crime Drama Mystery,,13536,murder homicide detective,en,City By The Sea,3.476966,06-09-2002,22433915,108,Released,City By The Sea,5.7,92,Robert De Niro James Franco Frances McDormand Eliza Dushku George Dzundza,Michael Caton-Jones
1248,0,Drama Romance,,15556,blind massage therapist,en,At First Sight,5.778724,15-01-1999,0,128,Released,At First Sight,5.9,48,Val Kilmer Mira Sorvino Kelly McGillis Steven Weber Bruce Davison,Irwin Winkler
1249,40000000,Action,,10718,ex-girlfriend drug dealer gang motorcyclist,en,Torque,7.360793,16-01-2004,46546197,84,Released,Torque,4.7,119,Martin Henderson Ice Cube Monet Mazur Adam Scott Matt Schulze,Joseph Kahn
1250,0,Drama Thriller,,11062,corruption undercover war on drugs mayor drug dealer,en,City Hall,3.621837,16-02-1996,0,111,Released,City Hall,6,67,Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau,Harold Becker
1251,45000000,Drama,,10802,dancing female nudity go-go dancer spanner seduction,en,Showgirls,14.513305,22-09-1995,20350754,128,Released,Showgirls,4.9,256,Elizabeth Berkley Kyle MacLachlan Gina Gershon Glenn Plummer Robert Davi,Paul Verhoeven
1252,40000000,Drama History,http://www.sonypictures.com/homevideo/marieantoinette/index.html,1887,shoe voice over rite theatre audience bride and groom,en,Marie Antoinette,22.364549,24-05-2006,60474340,123,Released,Marie Antoinette,6.5,642,Kirsten Dunst Jason Schwartzman Judy Davis Rip Torn Rose Byrne,Sofia Coppola
1253,40000000,Action Crime Drama Thriller,,6071,hoodlum,en,Kiss of Death,6.90894,21-04-1995,0,101,Released,Kiss of Death,5.7,81,David Caruso Samuel L. Jackson Nicolas Cage Helen Hunt Kathryn Erbe,Barbet Schroeder
1254,63600000,Action Drama Thriller Crime,,10461,ritual pornographic video car crash dvd,en,Get Carter,4.494788,06-10-2000,19412993,102,Released,Get Carter,4.8,145,Sylvester Stallone Miranda Richardson Rachael Leigh Cook Mickey Rourke Johnny Strong,Stephen T. Kay
1255,42000000,Thriller Drama,,80278,thailand tsunami family vacation tidal wave catastrophe,en,Lo imposible,47.559928,09-09-2012,180274123,113,Released,The Impossible,7,2025,Naomi Watts Ewan McGregor Tom Holland Samuel Joslin Oaklee Pendergast,Juan Antonio Bayona
1256,55000000,Action Adventure Comedy,,12704,wilderness sahara beautiful woman singer escape,en,Ishtar,2.410546,15-05-1987,14375181,107,Released,Ishtar,4.2,28,Warren Beatty Dustin Hoffman Isabelle Adjani Charles Grodin Jack Weston,Elaine May
1257,40000000,Adventure Animation Comedy Family,http://www.foxsearchlight.com/fantasticmrfox/,10315,fox tree peasant revenge cider,en,Fantastic Mr. Fox,41.258956,23-10-2009,46471023,87,Released,Fantastic Mr. Fox,7.5,1176,George Clooney Meryl Streep Jason Schwartzman Bill Murray Wallace Wolodarsky,Wes Anderson
1258,40000000,Comedy Drama Romance,,16643,,en,Life or Something Like It,8.980846,26-04-2002,16872671,103,Released,Life or Something Like It,5.7,124,Angelina Jolie Edward Burns Tony Shalhoub Christian Kane Melissa Errico,Stephen Herek
1259,40000000,Comedy Fantasy Science Fiction,http://www.theofficialjohncarpenter.com/memoirs-of-an-invisible-man/,2687,invisible man,en,Memoirs of an Invisible Man,7.222985,28-02-1992,14358033,99,Released,Memoirs of an Invisible Man,5.7,125,Chevy Chase Daryl Hannah Sam Neill Michael McKean Stephen Tobolowsky,John Carpenter
1260,10000000,Comedy Romance,http://www.die-fabelhafte-welt-der-amelie.de,194,paris love triangle ghost train sex-shop shyness,fr,Le fabuleux destin d'Amélie Poulain,73.720244,25-04-2001,173921954,122,Released,Amélie,7.8,3310,Audrey Tautou Mathieu Kassovitz Rufus Jamel Debbouze Claire Maurier,Jean-Pierre Jeunet
1261,0,Comedy,,11025,twin sister music video geek vacation university,en,New York Minute,10.0403,01-05-2004,0,91,Released,New York Minute,5.5,185,Ashley Olsen Mary-Kate Olsen Eugene Levy Andy Richter Riley Smith,Dennie Gordon
1262,60000000,Comedy,,8849,new york cheating flirt lover older woman seduces younger guy,en,Alfie,15.219263,22-10-2004,13395939,103,Released,Alfie,5.6,248,Jude Law Marisa Tomei Omar Epps Jane Krakowski Ren\u00e9e Taylor,Charles Shyer
1263,40000000,Adventure Drama Romance,http://www.everybodyloveswhales.com/,78698,whale alaska aftercreditsstinger duringcreditsstinger greenpeace,en,Big Miracle,8.303696,02-02-2012,24719215,107,Released,Big Miracle,6.6,152,Drew Barrymore John Krasinski Kristen Bell Vinessa Shaw Dermot Mulroney,Ken Kwapis
1264,38000000,Drama Mystery,,30943,kidnapping boy reunion,en,The Deep End of the Ocean,4.746085,12-03-1999,28121100,106,Released,The Deep End of the Ocean,5.9,54,Michelle Pfeiffer Treat Williams Whoopi Goldberg Jonathan Jackson Cory Buck,Ulu Grosbard
1265,40000000,Horror Thriller,,9544,race against time psychopath homepage cop doctor,en,FearDotCom,6.756886,09-08-2002,18902015,101,Released,FearDotCom,3.2,105,Stephen Dorff Natascha McElhone Stephen Rea Udo Kier Amelia Curtis,William Malone
1266,40000000,Adventure Fantasy Action Thriller,,24418,vampire spider wolfman stew best friend,en,Cirque du Freak: The Vampire's Assistant,16.424807,23-10-2009,28169671,109,Released,Cirque du Freak: The Vampire's Assistant,5.5,348,John C. Reilly Josh Hutcherson Chris Massoglia Patrick Fugit Salma Hayek,Paul Weitz
1267,40000000,Action Comedy Thriller,,7288,,en,Duplex,15.590001,26-09-2003,19322135,89,Released,Duplex,5.9,482,Ben Stiller Drew Barrymore Eileen Essell Amber Valletta Justin Theroux,Danny DeVito
1268,0,Comedy Music,,14655,duringcreditsstinger,en,Soul Men,5.483671,07-11-2008,0,103,Released,Soul Men,6.3,47,Samuel L. Jackson Bernie Mac Sharon Leal Adam Herschman Sean Hayes,Malcolm D. Lee
1269,0,Action Drama Thriller,,24575,,en,Raise the Titanic,1.630541,01-01-1980,0,115,Released,Raise the Titanic,5.2,21,M. Emmet Walsh Richard Jordan David Selby Anne Archer Alec Guinness,Jerry Jameson
1270,45000000,Action Science Fiction,,10366,super computer computer program destiny timebomb,en,Universal Soldier: The Return,14.566664,05-08-1999,10667893,82,Released,Universal Soldier: The Return,4.2,135,Jean-Claude Van Damme Kiana Tom Bill Goldberg Michael Jai White Heidi Schanz,Mic Rodgers
1271,33000000,Action Horror Mystery Science Fiction Thriller,http://www.pandorummovie.com/,19898,dystopia spaceship survival mission,en,Pandorum,28.353517,08-09-2009,20645327,108,Released,Pandorum,6.5,774,Ben Foster Dennis Quaid Cam Gigandet Antje Traue Cung Le,Christian Alvart
1272,40000000,Action Science Fiction Thriller,,4965,android alien,en,Impostor,9.579975,03-12-2001,0,102,Released,Impostor,6.1,135,Gary Sinise Madeleine Stowe Mekhi Phifer Vincent D'Onofrio Tony Shalhoub,Gary Fleder
1273,40000000,Action Adventure Drama Thriller,,15074,ski,en,Extreme Ops,2.911819,27-11-2002,10959475,93,Released,Extreme Ops,5,28,Devon Sawa Bridgette Wilson Rufus Sewell Rupert Graves Heino Ferch,Christian Duguay
1274,0,Comedy Fantasy Science Fiction,,56715,time travel remake alternate history dragon remake of french film,en,Just Visiting,10.844882,06-04-2001,0,88,Released,Just Visiting,4.8,171,Jean Reno Christina Applegate Christian Clavier Matt Ross Tara Reid,Jean-Marie Poir\u00e9
1275,50000000,Science Fiction Thriller,,1272,saving the world bomb sun space marine sunlight,en,Sunshine,51.502884,05-04-2007,32017803,107,Released,Sunshine,7,1182,Cillian Murphy Rose Byrne Chris Evans Michelle Yeoh Cliff Curtis,Danny Boyle
1276,40000000,Drama Comedy,http://www.thousandwordsmovie.com/,72358,liar literary agent,en,A Thousand Words,13.119133,07-03-2012,22044277,91,Released,A Thousand Words,6,373,Eddie Murphy Allison Janney Cliff Curtis Clark Duke Kerry Washington,Brian Robbins
1277,40000000,Adventure Fantasy Animation Comedy Science Fiction,http://www.delgo.com/,20542,,en,Delgo,4.238482,12-12-2008,0,94,Released,Delgo,5.4,15,Freddie Prinze Jr. Jennifer Love Hewitt Val Kilmer Anne Bancroft Chris Kattan,Marc F. Adler
1278,40000000,Action Drama Crime,,266396,assassin hitman,en,The Gunman,26.935458,16-02-2015,13644292,115,Released,The Gunman,5.5,392,Sean Penn Jasmine Trinca Javier Bardem Ray Winstone Mark Rylance,Pierre Morel
1279,40000000,Adventure Action Family,,9978,england secret intelligence service child hero wretch teen spy,en,Stormbreaker,16.282962,21-07-2006,23937870,93,Released,Stormbreaker,5.1,213,Alex Pettyfer Sarah Bolger Ewan McGregor Robbie Coltrane Stephen Fry,Geoffrey Sax
1280,20000000,Thriller Drama Mystery,http://www.disturbia.com/,8271,kidnapping young people,en,Disturbia,31.690456,12-04-2007,117760134,105,Released,Disturbia,6.6,1006,Shia LaBeouf Sarah Roemer Carrie-Anne Moss David Morse Aaron Yoo,D.J. Caruso
1281,20000000,Action Crime Thriller Drama,,10428,female nudity hacker nudity computer virus virtual reality,en,Hackers,17.842246,14-09-1995,7563728,107,Released,Hackers,6.2,398,Jonny Lee Miller Angelina Jolie Jesse Bradford Matthew Lillard Renoly Santiago,Iain Softley
1282,0,Action Adventure Thriller Drama,http://www.thehuntingpartymovie.com/,5353,civil war spy hotel journalist journalism,en,The Hunting Party,8.048305,03-09-2007,0,101,Released,The Hunting Party,6.6,96,Richard Gere Terrence Howard James Brolin Diane Kruger Jesse Eisenberg,Richard Shepard
1283,30000000,Comedy Drama,,11934,suicide new york corruption journalist inventor,en,The Hudsucker Proxy,14.188982,11-03-1994,0,111,Released,The Hudsucker Proxy,7.1,275,Tim Robbins Jennifer Jason Leigh Paul Newman Charles Durning John Mahoney,Joel Coen
1284,40000000,Action Drama History,,14392,assassin general dynasty brother blood brother,zh,投名狀,6.884467,12-12-2007,0,126,Released,The Warlords,6.3,83,Jet Li Andy Lau Takeshi Kaneshiro Xu Jinglei Wei Zongwan,Peter Chan
1285,25000000,Action History War,,19495,,en,Nomad,8.212018,17-07-2005,0,112,Released,Nomad: The Warrior,4.3,17,Kuno Becker Jay Hernandez Jason Scott Lee Doskhan Zholzhaksynov Ayanat Ksenbai,Sergei Bodrov Jr.
1286,39200000,Action Science Fiction Drama,http://snowpiercer-film.com/,110415,father son relationship child labour brothel winter allegory,ko,Snowpiercer,64.238688,01-08-2013,86758912,126,Released,Snowpiercer,6.7,2854,Chris Evans Song Kang-ho Ed Harris John Hurt Tilda Swinton,Bong Joon-ho
1287,25000000,Adventure Animation Comedy Family Fantasy,,77459,monster cgi 3d paris france,fr,Un monstre à Paris,17.375562,12-10-2011,0,90,Released,A Monster in Paris,6.5,313,Vanessa Paradis Mathieu Chedid Gad Elmaleh Fran\u00e7ois Cluzet Ludivine Sagnier,Bibo Bergeron
1288,0,Action Comedy,,26486,,en,The Last Shot,6.7698,24-09-2004,0,90,Released,The Last Shot,5.9,15,Matthew Broderick Alec Baldwin Toni Collette Calista Flockhart Ray Liotta,Jeff Nathanson
1289,15000000,Fantasy Action Thriller,,9495,halloween arson detroit,en,The Crow,44.690107,11-05-1994,94000000,102,Released,The Crow,7.3,953,Brandon Lee Rochelle Davis Ernie Hudson Michael Wincott Bai Ling,Alex Proyas
1290,40000000,Action Adventure War History,http://baahubali.com/,256040,kingdom war bollywood medieval india ancient india,te,Baahubali: The Beginning,16.254032,10-07-2015,100000000,159,Released,Baahubali: The Beginning,7.5,135,Prabhas Rana Daggubati Tamanna Bhatia Anushka Shetty Ramya Krishnan,S.S. Rajamouli
1291,39000000,Drama Romance Fantasy,,24420,chicago sex based on novel nudity diary,en,The Time Traveler's Wife,37.492928,14-08-2009,101229792,107,Released,The Time Traveler's Wife,6.7,798,Eric Bana Rachel McAdams Michelle Nolden Arliss Howard Ron Livingston,Robert Schwentke
1292,0,Comedy,http://www.becauseisaidsomovie.com/index_intro.htm,1257,mother guitar sister sister relationship profession new love,en,Because I Said So,18.678415,02-02-2007,69485490,102,Released,Because I Said So,5.8,191,Diane Keaton Mandy Moore Gabriel Macht Tom Everett Scott Lauren Graham,Michael Lehmann
1293,39000000,Animation Comedy Family,http://movies.disney.com/frankenweenie-2012,62214,shyness stop motion black and white retro dog,en,Frankenweenie,27.908783,04-10-2012,35287788,87,Released,Frankenweenie,6.6,932,Charlie Tahan Catherine O'Hara Martin Short Martin Landau Atticus Shaffer,Tim Burton
1294,39000000,Science Fiction Action Adventure Thriller,,16320,martial arts telepathy dystopia spaceship fugitive,en,Serenity,45.388937,25-08-2005,38869464,119,Released,Serenity,7.4,1264,Nathan Fillion Gina Torres Alan Tudyk Morena Baccarin Adam Baldwin,Joss Whedon
1295,39000000,Romance Drama,,8842,biography sport,en,Against the Ropes,2.817364,20-02-2004,6614280,106,Released,Against the Ropes,4.5,32,Meg Ryan Tony Shalhoub Joe Cortese Kerry Washington Omar Epps,Charles S. Dutton
1296,39000000,Comedy Action Adventure Fantasy Science Fiction,,9531,saving the world dc comics super computer identity crisis loss of powers,en,Superman III,22.164202,17-06-1983,75850624,125,Released,Superman III,5.3,490,Christopher Reeve Richard Pryor Jackie Cooper Marc McClure Annette O'Toole,Richard Lester
1297,40000000,Comedy,,64807,father son relationship sport rivalry elderly elderly man,en,Grudge Match,21.362949,25-12-2013,44907260,113,Released,Grudge Match,6,433,Robert De Niro Sylvester Stallone Alan Arkin Jon Bernthal Kevin Hart,Peter Segal
1298,80341000,Adventure Drama Action,http://www.redclifffilm.com,12289,flaming arrow chinese history strategy carrier pigeon spear throwing,zh,Chi bi,14.8375,10-07-2008,127814609,150,Released,Red Cliff,7.1,205,Chang Chen Hu Jun Tony Leung Chiu-Wai Takeshi Kaneshiro Song Jia,John Woo
1299,30000000,Comedy Romance,,11529,new york marriage proposal alabama career woman fashion designer,en,Sweet Home Alabama,18.256028,26-09-2002,180622424,108,Released,Sweet Home Alabama,6,394,Reese Witherspoon Josh Lucas Patrick Dempsey Candice Bergen Rhona Mitra,Andy Tennant
1300,38000000,Comedy Romance,http://www.thetruthisntpretty.com/,20943,romantic comedy romance tv morning show relationship opposites attract,en,The Ugly Truth,22.332927,24-07-2009,205298907,96,Released,The Ugly Truth,6.4,972,Katherine Heigl Gerard Butler Eric Winter Bree Turner Nick Searcy,Robert Luketic
1301,0,Comedy Family,,9099,gulf war u.s. army based on tv series military spoof,en,Sgt. Bilko,5.417787,29-03-1996,0,90,Released,Sgt. Bilko,5.5,94,Steve Martin Dan Aykroyd Phil Hartman Glenne Headly Daryl Mitchell,Jonathan Lynn
1302,38000000,Action Adventure Family,,9488,spy experiment island secret organization wretch,en,Spy Kids 2: The Island of Lost Dreams,24.085144,07-08-2002,119723358,100,Released,Spy Kids 2: The Island of Lost Dreams,5.3,521,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Steve Buscemi,Robert Rodriguez
1303,38000000,Science Fiction Action Adventure Thriller,,193,based on tv series death exploding planet mountain cabin solar system,en,Star Trek: Generations,14.779041,17-11-1994,120000000,118,Released,Star Trek: Generations,6.4,452,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,David Carson
1304,3860000,Action Drama History,,44865,martial arts kung fu biography kung fu master,zh,一代宗師,19.947265,08-01-2013,64076736,130,Released,The Grandmaster,6.3,273,Tony Leung Chiu-Wai Zhang Ziyi Song Hye-kyo Chang Chen Zhao Benshan,Wong Kar-wai
